,"Symbol","Name","Exchange","Sector","industry","dividendRate","exDividendDate","lastSplitDate","lastSplitFactor","Buy","Sell","Hold","Previous_Earnings_Date","Expected","Actual","Surprise","Future Earnings Date","daysSinceLastDividend","BBP","Exponential Moving Average","day1","day2","day3","day4"
978,"PSXP","Phillips 66 Partners LP","NYSE","Energy","Natural Gas Distribution",3.5,1596067200,0,0,6,0,3,"2020-07-30",0.74,1.05,42.28,"2020-10-23",0,-0.250988322536688,0.579040590103485,0,0,0,0
979,"PIPR","Piper Sandler Companies","NYSE","Finance","Investment Bankers/Brokers/Service",1.2,1598486400,0,0,0,0,0,"2020-07-30",1.18,1.93,63.28,"2020-10-28",-28,0.758371428744664,0.750654355434949,0,1,1,1
980,"TAK","Takeda Pharmaceutical Company Limited","NYSE","Health Care","Major Pharmaceuticals",0.84,1585526400,0,0,0,0,0,"2020-07-30",104,26.47,-74.55,,122,-0.349859837932155,0.882799491734417,1,1,1,1
981,"UA","Under Armour, Inc.","NYSE","Consumer Non-Durables","Apparel",,0,0,0,0,0,0,"2020-07-30",-0.41,-0.31,24.39,,0,1.15467933057307,0.582110181618458,1,1,1,1
982,"UAA","Under Armour, Inc.","NYSE","Consumer Non-Durables","Apparel",,0,0,0,4,1,5,"2020-07-30",-0.41,-0.31,24.21,"2020-11-02",0,1.09661552493656,0.583525322542604,1,1,1,1
983,"ATRO","Astronics Corporation","Nasdaq","Capital Goods","Military/Government/Technical",,759456000,0,0,0,1,1,"2020-07-30",-0.31,-0.77,-146.01,,9683,-0.304020078163594,0.32220719863006,0,0,0,0
984,"AUBN","Auburn National Bancorporation, Inc.","Nasdaq","Finance","Major Banks",1.02,1599609600,0,0,0,0,0,"2020-07-30","-","-","-",,-41,-0.422347592093697,1.21595455743232,1,1,1,1
985,"RILY","B. Riley Financial, Inc.","Nasdaq","Miscellaneous","Business Services",1.2,1597276800,0,0,0,0,0,"2020-07-30","-","-","-",,-14,0.778813257242145,0.78247999063554,0,0,0,1
986,"BCPC","Balchem Corporation","Nasdaq","Basic Industries","Major Chemicals",0.52,1577404800,0,0,1,0,1,"2020-07-30",0.56,0.85,51.79,"2020-11-03",216,0.739662877129168,0.959832594296582,0,1,0,0
987,"BELFA","Bel Fuse Inc.","Nasdaq","Capital Goods","Electrical Products",0.24,1602633600,0,0,0,0,0,"2020-07-30",-0.23,0.43,286.96,,-76,0.899218728639676,0.740890272833254,0,0,0,0
988,"BELFB","Bel Fuse Inc.","Nasdaq","Capital Goods","Electrical Products",0.28,1602633600,0,0,0,0,0,"2020-07-30",-0.3,0.46,250.82,,-76,0.672905477045503,0.646554147120023,0,0,0,0
989,"BWMX","Betterware de Mexico, S.A.P.I de C.V.","Nasdaq","Consumer Services","Catalog/Specialty Distribution",,0,0,0,0,0,0,"2020-07-30","-","-","-",,0,,,0,0,0,0
990,"CHTR","Charter Communications, Inc.","Nasdaq","Consumer Services","Television Services",,0,0,0,9,0,0,"2020-07-30",2.44,3.63,48.65,"2020-10-23",0,0.558693674465849,1.16442875021374,1,0,1,1
991,"CLDB","Cortland Bancorp","Nasdaq","Finance","Savings Institutions",0.56,1597276800,0,0,0,0,0,"2020-07-30","-","-","-",,-14,,,1,0,0,0
992,"FDBC","Fidelity D & D Bancorp, Inc.","Nasdaq","Finance","Major Banks",1.12,1597795200,0,0,0,0,0,"2020-07-30","-","-","-",,-20,0.775165269234268,0.734419927042618,1,1,0,0
993,"THFF","First Financial Corporation Indiana","Nasdaq","Finance","Major Banks",1.04,1591920000,0,0,0,0,0,"2020-07-30",0.61,0.87,41.92,"2020-10-23",48,0.242069991495502,0.802153137985062,0,0,0,0
994,"FNWB","First Northwest Bancorp","Nasdaq","Finance","Banks",0.2,1597276800,0,0,0,0,0,"2020-07-30","-","-","-","2020-10-26",-14,-0.260028657634382,0.706402361022101,0,0,0,0
995,"HFBL","Home Federal Bancorp, Inc. of Louisiana","Nasdaq","Finance","Savings Institutions",0.66,1596153600,0,0,0,0,0,"2020-07-30","-","-","-",,-1,,,0,1,1,0
996,"LBRDA","Liberty Broadband Corporation","Nasdaq","Consumer Services","Television Services",,0,0,0,1,0,0,"2020-07-30",0.68,0.39,-42.65,,0,0.544157446108668,1.08991325509449,1,0,0,1
997,"LBRDK","Liberty Broadband Corporation","Nasdaq","Consumer Services","Television Services",,0,0,0,0,0,2,"2020-07-30",0.45,0.39,-13.53,"2020-10-30",0,0.550901038947575,1.0973958122671,1,0,0,1
998,"NGHC","National General Holdings Corp","Nasdaq","Finance","Property-Casualty Insurers",0.2,1601424000,0,0,0,0,2,"2020-07-30",0.81,1.36,68.32,"2020-10-28",-62,0.401321119318506,1.44871907432915,0,1,0,1
999,"NWL","Newell Brands Inc.","Nasdaq","Consumer Non-Durables","Plastic Products",0.92,1598572800,0,0,0,1,5,"2020-07-30",0.18,0.3,66.67,"2020-10-30",-29,1.03313896358491,0.880647775882608,1,1,1,1
1000,"NBN","Northeast Bank","Nasdaq","Finance","Major Banks",0.04,1597276800,0,0,0,0,0,"2020-07-30","-","-","-",,-14,-0.507621081120376,0.712216621321957,1,1,1,1
1001,"PDLB","PDL Community Bancorp","Nasdaq","Finance","Savings Institutions",,0,0,0,0,0,0,"2020-07-30","-",-0.03,"-",,0,0.143122465641063,0.68941285716106,0,0,0,0
1002,"PFBI","Premier Financial Bancorp, Inc.","Nasdaq","Finance","Major Banks",0.6,1600041600,0,0,0,0,0,"2020-07-30","-","-","-","2020-10-21",-46,-0.597916793827505,0.659495162268035,1,1,1,0
1003,"SAL","Salisbury Bancorp, Inc.","Nasdaq","Finance","Savings Institutions",1.16,1597276800,0,0,0,0,0,"2020-07-30",0.47,0.96,106.45,,-14,-0.774251760627077,0.866004260489093,1,1,1,1
1004,"TWMC","Trans World Entertainment Corp.","Nasdaq","Consumer Services","Consumer Electronics/Video Chains",,1395100800,0,0,0,0,0,"2020-07-30","-","-","-",,2326,-0.639125512205861,2.56143047986476,1,1,1,1
1005,"UBX","Unity Biotechnology, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-07-30",-0.51,-0.38,25.64,,0,0.028930425955194,1.22855071889881,0,1,1,1
1006,"AMPE","Ampio Pharmaceuticals, Inc.","AMEX","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-07-30",-0.04,-0.02,50,"2020-11-05",0,1.31291508656727,1.76587308046724,1,1,1,1
1007,"AINC","Ashford Inc.","AMEX","Consumer Services","Professional Services",,0,0,0,0,0,0,"2020-07-30",-0.1,0.12,220,,0,-1.29682824095668,0.359307805214373,1,1,0,0
1008,"LAZ","Lazard Ltd.","NYSE","Finance","Investment Managers",1.88,1596758400,0,0,1,0,1,"2020-07-31",0.4,0.67,67.5,,-7,-0.397410089587729,0.756724046202704,1,1,1,0
1009,"NEXA","Nexa Resources S.A.","NYSE","Basic Industries","Precious Metals",0.38,1584057600,0,0,0,2,2,"2020-07-31",-0.55,-0.44,20,,140,0.136153232347276,0.843766346895397,1,1,0,0
1010,"ORC","Orchid Island Capital, Inc.","NYSE","Consumer Services","Real Estate Investment Trusts",0.78,1598572800,0,0,0,0,0,"2020-07-31",0.2,0.73,265,,-28,0.371604138604635,0.933113597965908,1,1,1,1
1011,"ACNB","ACNB Corporation","Nasdaq","Finance","Major Banks",1,1598572800,0,0,0,0,0,"2020-07-31","-","-","-","2020-10-28",-28,-0.478425295883856,0.672547155789691,1,0,0,0
1012,"APLS","Apellis Pharmaceuticals, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,3,0,1,"2020-07-31",-1.33,-1.57,-18.05,"2020-11-03",0,-1.31827998727554,1.08775522250465,1,0,0,0
1013,"BPY","Brookfield Property Partners L.P.","Nasdaq","Finance","Real Estate",1.33,1598572800,0,0,1,0,0,"2020-07-31","-","-","-",,-28,0.09599072881092,0.619816965036353,1,1,1,1
1014,"EML","Eastern Company (The)","Nasdaq","Capital Goods","Industrial Machinery/Components",0.44,1597276800,0,0,0,0,0,"2020-07-31","-","-","-",,-13,-0.899981447927132,0.623952263807453,1,1,1,1
1015,"OXLCO","Oxford Lane Capital Corp.","Nasdaq",,,1.88,1600128000,0,0,0,0,0,"2020-07-31","-","-","-",,-46,0.739338294705252,0.99600604205441,0,1,1,1
1016,"PFIS","Peoples Financial Services Corp. ","Nasdaq","Finance","Major Banks",1.44,1598572800,0,0,0,0,0,"2020-07-31","-","-","-","2020-10-20",-28,0.529633829610345,0.783643366108011,0,0,0,0
1017,"ULH","Universal Logistics Holdings, Inc.","Nasdaq","Transportation","Trucking Freight/Courier Services",,1582848000,0,0,0,0,1,"2020-07-31",0.08,0.23,187.5,,154,-0.073387028419073,0.854962011207058,1,1,1,1
1018,"PLAG","Planet Green Holdings Corp","AMEX","Consumer Non-Durables","Packaged Foods",,1176336000,0,0,0,0,0,"2020-07-31","-","-","-","2020-11-12",4859,-0.553614460508012,0.950433697271753,0,0,0,0
1019,"ACM","AECOM","NYSE","Consumer Services","Military/Government/Technical",,0,0,0,2,0,0,"2020-08-03",0.49,0.55,12.02,"2020-11-10",0,0.020041408888066,0.853833051582061,0,1,1,0
1020,"Y","Alleghany Corporation","NYSE","Finance","Property-Casualty Insurers",,543542400,0,0,1,0,0,"2020-08-03",4.36,0.86,-80.28,"2020-11-03",12186,0.478881573243154,0.668246467683852,0,1,0,0
1021,"ATI","Allegheny Technologies Incorporated","NYSE","Basic Industries","Steel/Iron Ore",,1471305600,0,0,0,1,0,"2020-08-03",-0.12,-0.02,82.91,"2020-10-29",1448,-0.701658044229058,0.413387525259657,0,0,0,0
1022,"ALSN","Allison Transmission Holdings, Inc.","NYSE","Capital Goods","Auto Parts:O.E.M.",0.68,1597968000,0,0,1,0,1,"2020-08-03",0.17,0.29,70.59,"2020-10-28",-18,0.697657949727871,0.777523699802608,0,1,1,0
1023,"ALL","Allstate Corporation (The)","NYSE","Finance","Property-Casualty Insurers",2.16,1598486400,0,0,0,0,3,"2020-08-03",1.55,2.46,58.81,"2020-11-04",-24,0.104540033702166,0.847051513881081,0,1,0,1
1024,"AFG","American Financial Group, Inc.","NYSE","Finance","Property-Casualty Insurers",2,1594684800,0,0,0,0,1,"2020-08-03",1.44,1.05,-26.93,"2020-10-27",20,-0.16609213335759,0.569658984628579,0,1,1,1
1025,"AFGD","American Financial Group, Inc.","NYSE","Finance","Property-Casualty Insurers",,0,0,0,0,0,0,"2020-08-03",1.44,1.05,-26.93,,0,0.761560585300531,,0,0,0,1
1026,"AME","AMTEK, Inc.","NYSE","Consumer Durables","Metal Fabrications",0.72,1599782400,0,0,4,0,2,"2020-08-03",0.72,0.84,16.5,"2020-10-29",-39,0.52427802133982,0.927890249459476,0,1,1,1
1027,"ARMK","Aramark","NYSE","Consumer Services","Restaurants",0.44,1597708800,0,0,1,0,5,"2020-08-03",-0.67,-0.7,-4.95,"2020-11-17",-15,-0.194349015464648,0.505884205175811,1,1,0,0
1028,"ARNC","Arconic Corporation","NYSE",,,,0,0,0,0,0,0,"2020-08-03",-0.16,-0.84,-418.52,,0,0.638410273211824,,0,0,0,0
1029,"ANET","Arista Networks, Inc.","NYSE","Technology","Computer Communications Equipment",,0,0,0,1,0,6,"2020-08-03",1.95,2.11,8.43,"2020-10-29",0,1.1533113775903,1.14885215348276,0,1,1,1
1030,"AHH","Armada Hoffler Properties, Inc.","NYSE","Finance","Real Estate",0.44,1601337600,0,0,1,0,1,"2020-08-03",0.1,0.14,47.37,"2020-10-29",-57,-0.437546077161021,0.557355555347314,1,1,1,1
1031,"AMK","AssetMark Financial Holdings, Inc.","NYSE","Finance","Investment Managers",,0,0,0,2,0,0,"2020-08-03",0.22,0.21,-4.55,,0,0.054141112820081,1.15104816922469,0,1,1,1
1032,"AIZ","Assurant, Inc.","NYSE","Finance","Property-Casualty Insurers",2.52,1598572800,0,0,3,0,0,"2020-08-03",2.09,2.75,31.58,"2020-11-03",-25,0.54943601365946,0.790907230870381,1,1,0,1
1033,"AIZP","Assurant, Inc.","NYSE","Finance","Property-Casualty Insurers",6.5,1598832000,0,0,0,0,0,"2020-08-03",2.09,2.75,31.58,"2020-11-03",-28,0.606088372335531,0.833359914883329,0,1,0,1
1034,"ATKR","Atkore International Group Inc.","NYSE","Miscellaneous","Industrial Machinery/Components",,0,0,0,0,0,2,"2020-08-03",0.48,0.67,39,,0,0.566362914982228,0.646090414763669,0,1,0,0
1035,"AVLR","Avalara, Inc.","NYSE","Technology","Computer Software: Prepackaged Software",,0,0,0,5,0,0,"2020-08-03",-0.1,0.05,149.5,"2020-11-03",0,-0.398560609736576,1.66138888628055,0,1,1,1
1036,"AVNS","Avanos Medical, Inc.","NYSE","Health Care","Industrial Specialties",,0,0,0,0,1,0,"2020-08-03",-0.1,0.13,230,"2020-11-03",0,0.288750063131384,0.880568189051224,0,1,1,0
1037,"BOOT","Boot Barn Holdings, Inc.","NYSE","Consumer Services","Clothing/Shoe/Accessory Stores",,0,0,0,3,0,3,"2020-08-03",-0.17,-0.02,88.37,,0,-0.739423718356273,0.482989490633763,0,1,1,1
1038,"BP","BP p.l.c.","NYSE","Energy","Integrated oil Companies",1.26,1597276800,0,0,1,0,0,"2020-08-03",-1.1,-1.98,-79.19,,-10,-0.064180439657679,0.626503767662398,0,1,0,0
1039,"CPE","Callon Petroleum Company","NYSE","Energy","Oil & Gas Production",,898819200,1,0.1,0,0,1,"2020-08-03",-0.47,0.1,121.37,"2020-11-02",8074,0.885194211747545,0.324645405612921,0,0,0,0
1040,"CNO","CNO Financial Group, Inc.","NYSE","Finance","Accident &Health Insurance",0.48,1599609600,0,0,2,0,2,"2020-08-03",0.26,0.55,110.73,"2020-11-03",-37,0.501912822096809,0.875026302717683,0,0,0,0
1041,"CMP","Compass Minerals International, Inc.","NYSE","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)",2.88,1598832000,0,0,0,0,2,"2020-08-03",-0.18,0.04,121.86,"2020-11-03",-28,0.849105978278583,0.96761735822275,0,0,0,0
1042,"ETH","Ethan Allen Interiors Inc.","NYSE","Consumer Durables","Home Furnishings",0.84,1602028800,0,0,0,0,1,"2020-08-03",-0.54,-0.15,72.38,"2020-11-02",-65,0.07206792103987,0.681767366015048,1,1,1,1
1043,"GAM","General American Investors, Inc.","NYSE",,,0.37,1573776000,0,0,0,0,0,"2020-08-03","-","-","-","2020-10-21",262,0.497895645283928,0.897874907489134,0,1,1,1
1044,"GLT","Glatfelter","NYSE","Basic Industries","Paper",0.54,1593561600,0,0,0,0,0,"2020-08-03",0.17,0.22,32.53,"2020-10-27",33,0.825118200614605,0.922989704179502,0,1,0,0
1045,"AJX","Great Ajax Corp.","NYSE","Consumer Services","Real Estate Investment Trusts",0.68,1597276800,0,0,2,0,0,"2020-08-03",0.24,0.27,12.5,"2020-11-03",-10,-0.134422354823065,0.602032009722512,0,1,0,1
1046,"KAR","KAR Auction Services, Inc","NYSE","Consumer Durables","Automotive Aftermarket",,1584576000,0,0,0,0,0,"2020-08-03",-0.14,0.08,158.82,"2020-11-03",137,0.647641768992682,0.659396214982237,1,1,1,1
1047,"PAA","Plains All American Pipeline, L.P.","NYSE","Energy","Natural Gas Distribution",0.72,1596067200,0,0,2,2,0,"2020-08-03",0.28,0.13,-53.24,"2020-11-03",4,-0.682832330965076,0.477815383038806,0,1,1,0
1048,"PSB","PS Business Parks, Inc.","NYSE","Consumer Services","Real Estate Investment Trusts",4.2,1600041600,0,0,0,1,0,"2020-08-03",0.57,0.93,63.16,"2020-10-20",-42,-0.040841980520339,0.763730868995517,1,1,1,1
1049,"RYAM","Rayonier Advanced Materials Inc.","NYSE","Basic Industries","Major Chemicals",,1560384000,0,0,1,0,1,"2020-08-03",-0.32,-0.2,37.11,"2020-11-02",417,0.76370717515485,0.764329027142769,0,1,0,0
1050,"RGA","Reinsurance Group of America, Incorporated","NYSE","Finance","Life Insurance",2.8,1597276800,0,0,1,3,3,"2020-08-03",-0.89,1.36,252.3,,-10,0.491842798956048,0.49605249473269,1,1,0,0
1051,"RPAI","Retail Properties of America, Inc.","NYSE","Consumer Services","Real Estate Investment Trusts",,1585094400,0,0,1,0,1,"2020-08-03",0.01,-0.04,-407.69,"2020-11-02",131,-0.707183679302744,0.493111341005733,1,1,1,1
1052,"SB","Safe Bulkers, Inc","NYSE","Transportation","Marine Transportation",,1439510400,0,0,1,0,0,"2020-08-03",-0.09,-0.16,-75.82,"2020-10-22",1816,-0.55995290254032,0.699220252751573,1,1,1,1
1053,"SPR","Spirit Aerosystems Holdings, Inc.","NYSE","Capital Goods","Military/Government/Technical",0.04,1599782400,0,0,1,1,5,"2020-08-03",-1.33,-2.28,-71.95,"2020-10-29",-39,-0.689519114965524,0.249894820698843,1,0,0,0
1054,"ZBH","Zimmer Biomet Holdings, Inc.","NYSE","Health Care","Industrial Specialties",0.96,1593129600,0,0,11,0,1,"2020-08-03",-0.73,0.05,106.84,"2020-11-03",38,0.62475986898,0.885580363427767,0,1,1,1
1055,"ACHC","Acadia Healthcare Company, Inc.","Nasdaq","Health Care","Medical Specialities",,0,0,0,1,0,3,"2020-08-03",0.4,0.54,34.33,"2020-11-03",0,0.837185434375646,0.832723365700672,0,1,1,1
1056,"ACOR","Acorda Therapeutics, Inc.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,0,0,1,"2020-08-03",-0.48,-0.35,27.08,"2020-10-21",0,0.070762949840056,0.392807024313362,0,0,0,0
1057,"ATVI","Activision Blizzard, Inc","Nasdaq","Technology","Computer Software: Prepackaged Software",0.41,1586822400,0,0,17,0,2,"2020-08-03",0.69,0.97,41.61,"2020-11-05",111,0.709440393817766,1.49590838293444,0,0,1,1
1058,"AHCO","AdaptHealth Corp. ","Nasdaq","Health Care","Medical/Nursing Services",,0,0,0,4,0,0,"2020-08-03",0.19,0.08,-57.89,,0,0.206922068574466,2.12840695922328,0,0,1,1
1059,"AKCA","Akcea Therapeutics, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-08-03",-0.35,-0.49,-38.42,"2020-11-03",0,-0.696639120717179,0.674526803061144,0,0,0,0
1060,"ALLT","Allot Ltd.","Nasdaq","Technology","Computer Communications Equipment",,0,0,0,0,0,0,"2020-08-03",-0.03,-0.07,-133.33,"2020-11-03",0,0.679542321424516,1.28842434277604,1,1,1,1
1061,"AMRN","Amarin Corporation plc","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-08-03",-0.07,0.01,114.93,,0,-0.352906498608941,0.317733521783115,0,0,0,0
1062,"AMCX","AMC Networks Inc.","Nasdaq","Consumer Services","Television Services",,0,0,0,0,1,3,"2020-08-03",1.23,2.39,94.47,"2020-10-29",0,0.033674814937389,0.621302057144811,0,0,0,0
1063,"ANAT","American National Group, Inc.","Nasdaq","Finance","Life Insurance",3.28,1599177600,0,0,0,0,0,"2020-08-03","-","-","-","2020-10-12",-32,0.269295573126269,0.614526195819724,0,1,1,1
1064,"APEN","Apollo Endosurgery, Inc.","Nasdaq","Health Care","Medical/Dental Instruments",,0,0,0,0,0,0,"2020-08-03",-0.33,-0.3,9.09,,0,0.506234047294915,0.56620687645199,0,0,0,0
1065,"APTO","Aptose Biosciences, Inc.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,0,0,0,"2020-08-03",-0.15,-0.21,-43.84,,0,-0.660396936072263,2.12967161544746,0,0,0,0
1066,"AQMS","Aqua Metals, Inc.","Nasdaq","Basic Industries","Metal Fabrications",,0,0,0,0,0,0,"2020-08-03",-0.08,-0.07,12.5,,0,-0.344856757248435,0.822101459948111,0,0,0,0
1067,"AQST","Aquestive Therapeutics, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,1,0,0,"2020-08-03",-0.43,-0.07,83.72,"2020-11-02",0,0.7724879893761,0.649734763018466,0,0,1,1
1068,"ARCC","Ares Capital Corporation","Nasdaq",,,1.6,1600041600,0,0,2,0,0,"2020-08-03",0.38,0.39,2.36,"2020-10-28",-42,-0.91795059451278,0.807837261837184,1,1,1,1
1069,"ARVN","Arvinas, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,1,"2020-08-03",-0.59,-0.65,-9.61,"2020-11-02",0,0.125686857640143,0.99413703514846,0,0,0,0
1070,"ACLS","Axcelis Technologies, Inc.","Nasdaq","Technology","Industrial Machinery/Components",,0,0,0,1,0,2,"2020-08-03",0.27,0.39,42.34,"2020-10-29",0,0.56820530319298,1.29710607235425,0,0,1,1
1071,"BBSI","Barrett Business Services, Inc.","Nasdaq","Technology","Professional Services",1.2,1597881600,0,0,1,0,0,"2020-08-03",0.82,1.51,84.15,"2020-11-03",-17,-0.603274412383827,0.602300008802613,1,1,1,1
1072,"BBGI","Beasley Broadcast Group, Inc.","Nasdaq","Consumer Services","Broadcasting",,1585526400,0,0,0,0,0,"2020-08-03",-0.2,-0.53,-165,"2020-11-05",126,-0.226250451209567,0.69452247362923,0,0,0,0
1073,"BRY","Berry Corporation (bry)","Nasdaq","Energy","Oil & Gas Production",,1583971200,0,0,1,0,2,"2020-08-03",0.22,0.06,-72.48,,144,0.786848227172443,0.677759275394037,0,0,0,0
1074,"BYND","Beyond Meat, Inc.","Nasdaq","Consumer Non-Durables","Packaged Foods",,0,0,0,1,5,5,"2020-08-03",-0.02,-0.02,-25,"2020-10-26",0,-0.490746753620873,1.70271310803978,0,0,0,0
1075,"BMRN","BioMarin Pharmaceutical Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,2,0,2,"2020-08-03",-0.11,-0.16,-45.45,"2020-10-21",0,-0.525051256488156,1.57295181840583,0,0,0,0
1076,"TECH","Bio-Techne Corp","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",1.28,1597622400,0,0,1,0,3,"2020-08-03",0.75,1,32.8,"2020-10-27",-14,0.409455838689792,1.24138220850456,0,0,1,0
1077,"BSBK","Bogota Financial Corp.","Nasdaq","Finance","Banks",,0,0,0,0,0,0,"2020-08-03","-","-","-",,0,0.069783957753978,,0,1,0,0
1078,"WIFI","Boingo Wireless, Inc.","Nasdaq","Consumer Services","Telecommunications Equipment",,0,0,0,0,0,0,"2020-08-03",-0.08,-0.13,-52.94,"2020-11-03",0,0.640769381846176,1.2073107424013,1,1,0,0
1079,"BPYUP","Brookfield Property REIT Inc.","Nasdaq","Consumer Services","Real Estate Investment Trusts",1.59,1600041600,0,0,0,0,0,"2020-08-03","-","-","-","2020-11-04",-42,1.16410801722924,0.680136835462068,0,0,0,0
1080,"CDK","CDK Global, Inc.","Nasdaq","Miscellaneous","Business Services",0.6,1598832000,0,0,1,0,1,"2020-08-03",0.51,0.67,32.67,"2020-11-03",-28,0.894253358005698,0.804482197733555,0,1,1,1
1081,"COKE","Coca-Cola Consolidated, Inc.","Nasdaq","Consumer Non-Durables","Beverages (Production/Distribution)",1,1595462400,0,0,0,0,0,"2020-08-03",3.09,5.22,69.1,"2020-11-03",11,0.9845816638179,0.849335230658536,0,0,0,0
1082,"CPSI","Computer Programs and Systems, Inc.","Nasdaq","Technology","EDP Services",0.4,1597363200,0,0,2,0,3,"2020-08-03",0.38,0.39,3.45,"2020-11-03",-11,0.372318813592625,0.851529639213399,0,1,0,1
1083,"CORT","Corcept Therapeutics Incorporated","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,0,0,0,"2020-08-03",0.22,0.23,3.14,"2020-11-05",0,0.12620252202126,1.29020979575438,0,0,0,0
1084,"CRVL","CorVel Corp.","Nasdaq","Finance","Specialty Insurers",,0,0,0,0,0,0,"2020-08-03","-","-","-","2020-11-03",0,0.477379655381225,0.92899758248178,0,1,1,1
1085,"EVFM","Evofem Biosciences, Inc.","Nasdaq","Health Care","Major Pharmaceuticals",,0,0,0,2,0,0,"2020-08-03",-0.37,-0.91,-143.97,"2020-11-04",0,-0.382907088693315,0.475080411332115,1,0,1,1
1086,"GRBK","Green Brick Partners, Inc.","Nasdaq","Capital Goods","Homebuilding",,0,0,0,1,0,0,"2020-08-03",0.42,0.66,58.27,,0,0.779125487412703,1.15203605721081,0,0,0,0
1087,"KLDO","Kaleido Biosciences, Inc.","Nasdaq","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)",,0,0,0,0,0,1,"2020-08-03",-0.59,-0.59,"-","2020-10-28",0,-0.489419647726223,0.7909996045157,0,0,0,0
1088,"FSTR","L.B. Foster Company","Nasdaq","Basic Industries","Metal Fabrications",,1473206400,0,0,1,0,0,"2020-08-03",-0.07,0.05,171.43,,1426,0.575862853975029,0.665271303991313,1,1,1,1
1089,"MNST","Monster Beverage Corporation","Nasdaq","Consumer Non-Durables","Beverages (Production/Distribution)",,0,0,0,3,0,4,"2020-08-03",0.49,0.59,21.4,"2020-11-05",0,0.888362380459518,1.25128424998463,0,1,1,1
1090,"NESR","National Energy Services Reunited Corp.","Nasdaq","Energy","Oilfield Services/Equipment",,0,0,0,0,0,0,"2020-08-03",0.1,0.14,45.83,,0,0.023819332746851,0.786674697849022,0,0,0,1
